place,detector,method,status,cosine,flux_ratio,dose_ratio_ISO,dose_ratio_ROT,dose_ratio_AP,dose_ref_ISO,dose_unfolded_ISO
t5-33-s.txt_5,GSF,kaczmarz,OK,0.759404817195818,0.8197951112489515,0.5579966540186446,0.5924189485988129,0.6660289079950817,173.7648188895551,96.96018752652752
t5-33-s.txt_5,GSF,cvxpy,OK,0.8480967677471584,0.8590106031042845,0.6691359953685474,0.6984391727939333,0.7653862587821344,173.7648188895551,116.27229504769782
t5-33-s.txt_5,GSF,qpsolvers,OK,0.7270857739252751,0.774391250836196,0.4832806995284186,0.5208695634698228,0.605771612492935,173.7648188895551,83.97718322637316
t5-33-s.txt_5,GSF,statreg,OK,0.6910352802416604,1.391420913526708,1.8605108283061524,1.752225303087804,1.517469133027501,173.7648188895551,323.2913271226747
t5-33-s.txt_5,GSF,tsvd,OK,0.703505042138922,0.7767652219951067,0.49263416976993013,0.5302891898958406,0.613647841002414,173.7648188895551,85.60248728887825
t5-33-s.txt_5,GSF,bayes,OK,0.6281245468610684,1.4315139551274272,1.5361278018262812,1.4917697575325295,1.3901004335794909,173.7648188895551,266.92496927555413
t5-33-s.txt_5,PTB,landweber,OK,0.6365752717263581,0.6811692553588545,0.3174572870537548,0.3536576198056323,0.4461361552786547,173.7648188895551,55.162907990065214
t5-33-s.txt_5,PTB,mlem,OK,0.3960666578597768,5.007790169618484,2.437329882408303,2.785078339262342,3.8798473468491723,173.7648188895551,423.5221855907794
t5-33-s.txt_5,PTB,kaczmarz,OK,0.6377809425041926,0.6828358457230274,0.31721882842678656,0.3530447433090137,0.4440339883989175,173.7648188895551,55.12147226993742
t5-33-s.txt_5,PTB,cvxpy,OK,0.6817761758554011,0.6935129868496596,0.33186961832170814,0.36796684423329606,0.4606708509558784,173.7648188895551,57.6672641226174
t5-33-s.txt_5,PTB,qpsolvers,OK,0.6410846290530389,0.683591407276781,0.31803574863804385,0.3541529951289984,0.4466213680311931,173.7648188895551,55.26342426249376
t5-33-s.txt_5,PTB,statreg,OK,0.7938091832174852,0.7849498211926775,0.5197614853843728,0.5436610450129846,0.6061025508278879,173.7648188895551,90.31626037358168
t5-33-s.txt_5,PTB,tsvd,OK,0.6360780101173158,0.6789085103159767,0.3135064936406227,0.34970344493452277,0.44299533087034987,173.7648188895551,54.47639908816226
t5-33-s.txt_5,PTB,bayes,OK,0.8123483405977192,1.3562232629315953,1.93057026185101,1.8346010924522036,1.6177152850077225,173.7648188895551,335.46519190410174
t5-33-s.txt_5,LANL,landweber,OK,0.8060530275022351,0.9014970950307422,0.9049641137463064,0.8982344239476252,0.8847393476993708,173.7648188895551,157.25092532667367
t5-33-s.txt_5,LANL,mlem,OK,0.2384568018512375,5.079634862884,4.92044725559593,5.513339770556026,7.068148253974978,173.7648188895551,855.0006262242354
t5-33-s.txt_5,LANL,kaczmarz,OK,0.8436766747721229,0.9120802114868696,0.923772571303305,0.924890424195571,0.9216277273365352,173.7648188895551,160.51917354765743
t5-33-s.txt_5,LANL,cvxpy,OK,0.945858447140017,0.961587164693779,0.9812329262059222,0.9803713808046224,0.98006092174564,173.7648188895551,170.50376171064025
t5-33-s.txt_5,LANL,qpsolvers,OK,0.919586480019259,0.9721103678819143,0.9523836146610352,0.9477044501334855,0.939041189206522,173.7648188895551,165.4907663149546
t5-33-s.txt_5,LANL,statreg,OK,0.821830267130446,1.169494640626333,0.9852483293901312,0.983650493043956,0.9761917130879544,173.7648188895551,171.20149751771288
t5-33-s.txt_5,LANL,tsvd,OK,0.915201591062423,0.9691637946614975,0.9883142055864346,0.9794279550301893,0.9625525145197524,173.7648188895551,171.73423893970133
t5-33-s.txt_5,LANL,bayes,OK,0.18489450791049736,1.7105689420213321,0.9375189512097302,0.940499702266303,0.9393618644119139,173.7648188895551,162.90781076248442
t5-34-s.txt_1,GSF,landweber,OK,0.9607410640306756,1.007127936257317,1.0089303340637188,1.0083861115139365,1.0127942198142914,16.972931923329686,17.124505875445777
t5-34-s.txt_1,GSF,mlem,OK,0.20535166236052427,0.3631158051060672,1.1294053195949667,1.1205469559840093,1.138548233338596,16.972931923329686,19.169319603331775
t5-34-s.txt_1,GSF,kaczmarz,OK,0.9595103082147886,1.0129467435356436,1.047812154102074,1.038723134887052,1.0245811297352005,16.972931923329686,17.784444360011936
t5-34-s.txt_1,GSF,cvxpy,OK,0.9718414724052761,1.003823455982066,1.0051076393138692,1.0039268086414894,1.0018090580849106,16.972931923329686,17.059623537692907
t5-34-s.txt_1,GSF,qpsolvers,OK,0.9612820397462745,1.0038565825402126,1.0082062969249102,1.0085737892976072,1.014278567279465,16.972931923329686,17.112216842378814
t5-34-s.txt_1,GSF,statreg,OK,0.9555032748246497,1.0468012314356083,1.483187758909069,1.373667469351463,1.1979781917838699,16.972931923329686,25.17404486147955
t5-34-s.txt_1,GSF,tsvd,OK,0.9553430185052699,1.0120335691306221,1.148211980677022,1.1442655959614383,1.1390489185397334,16.972931923329686,19.488523781582632
t5-34-s.txt_1,GSF,bayes,OK,0.6080041619893715,1.2587467269090389,2.6106912129940403,2.2534874664582296,1.6534377524982493,16.972931923329686,44.31108423098284
t5-34-s.txt_1,PTB,landweber,OK,0.9469790626886367,0.9829194366005469,1.0233806889762724,1.0239536109342429,1.0302855986333348,16.972931923329686,17.369770765644503
t5-34-s.txt_1,PTB,mlem,OK,0.2591392492104275,7.3391628092474255,14.487664530917527,14.422629408586275,14.680131261683034,16.972931923329686,245.8981438113013
t5-34-s.txt_1,PTB,kaczmarz,OK,0.9437510403839041,0.9759354052334649,0.9914210402521454,0.9893353969545361,0.9864735442854193,16.972931923329686,16.827321823556364
t5-34-s.txt_1,PTB,cvxpy,OK,0.9906813792194262,0.9998953131464814,1.010934198848214,1.0091206548028122,1.0065487619329203,16.972931923329686,17.15851733601657
t5-34-s.txt_1,PTB,qpsolvers,OK,0.9629558433713317,0.9959902570708102,1.02434182117646,1.0199769439050794,1.0128175995030348,16.972931923329686,17.386083997047606
t5-34-s.txt_1,PTB,statreg,OK,0.9357387485297031,1.0654157382393,2.7936131136043394,2.390868640228523,1.738997413949506,16.972931923329686,47.41580519732753
